card_uid,place_id,geometry,name,photos,vicinity,update,business_status,likes,dislikes,mustDos
30,ChIJE4Ay3kpIw4ARzMhvYlW0HFs,"{'location': {'lat': 34.1648999, 'lng': -117.523442}, 'viewport': {'northeast': {'lat': 34.16624892989272, 'lng': -117.5220340701073}, 'southwest': {'lat': 34.16354927010727, 'lng': -117.5247337298927}}}",North Etiwanda Preserve,"[{'height': 3087, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107240716333912442992"">Sean Harwood</a>'], 'photo_reference': 'AeJbb3foxmV5FWnVy8JTUZaRlLPUsqwmwIvaJr9ZiFAG8x8ZcXtK3TVux5GVu65j52tXkimpI2wUeMmlNPL5aAQB8p_Zh0pXcR3xUo0Tmvdt26PIG6OM-J0txzW3pB_uioN8rYmCekEKtCscJLK6cTy2S4r-wGfTMSzqlvXU6ygcgtLzLF1x', 'width': 5182}]","4890 Etiwanda Ave, Rancho Cucamonga",23/07/2022,0.0,0,0,0
31,ChIJH1pu2pxYw4ARZRS0oxmicRU,"{'location': {'lat': 34.3396053, 'lng': -117.1768754}, 'viewport': {'northeast': {'lat': 34.34096407989272, 'lng': -117.1754649701073}, 'southwest': {'lat': 34.33826442010728, 'lng': -117.1781646298927}}}",Deep Creek Hot Springs,"[{'height': 3472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106212968559161561591"">edgar g martinez</a>'], 'photo_reference': 'AeJbb3dgXZtfNJP6W_xdYnW6fryIeb8L5IHphWu_ejalUjWigTohIXAM-WYKg4HwtO6XPr5FL2zTEkuVof3uh5KCxIl8tWbpiO7u_wdcKjh3AwP3oeb5Ec8Ou-FWhYZ7IqWW5HYS39vQn62knBd9lRVMIo1-NoLKoVJhuYTz3ol4eic_z_Nq', 'width': 4640}]","Pacific Crest Trail, Apple Valley",23/07/2022,0.0,0,0,0
32,ChIJmSZy3VFBw4ARlxlEPyaSlG0,"{'location': {'lat': 34.30621989999999, 'lng': -117.4667206}, 'viewport': {'northeast': {'lat': 34.30759342989272, 'lng': -117.4653377701073}, 'southwest': {'lat': 34.30489377010728, 'lng': -117.4680374298927}}}",Santa Fe & Salt Lake Trail Monument,"[{'height': 4048, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101815362817541977581"">Jim Meredith</a>'], 'photo_reference': 'AeJbb3fA0d8Mg8rjGPE2tydDRN_sxLOKKl_QXpWEihBv2Koc09LcWNOOQpxrib_yFCNDkZrfg9AmXbXBtnbsONdvsgn4LBFip-pTPGgcMKOwYOPHV8p-TfdCjJLVoUeWH9s8UlnGPX5DeXS8zoVSyZ9Rbjhf4DjPclGy0eBYW-qjYDuXEjIG', 'width': 3036}]","2800 Wagon Train Rd #3396, Phelan",23/07/2022,0.0,0,0,0
33,ChIJnRpEK8xXw4AR0g_vzNFBCgs,"{'location': {'lat': 34.2521203, 'lng': -117.1889597}, 'viewport': {'northeast': {'lat': 34.25322442989272, 'lng': -117.1876742701073}, 'southwest': {'lat': 34.25052477010728, 'lng': -117.1903739298928}}}",Arrowhead Queen Tour Boat,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104762742110399539660"">Al Kruger</a>'], 'photo_reference': 'AeJbb3dO76EqhFC10IGNVVOApMTeH1yu_CeFCbBvk_keHcDfLjYX_S61O1xk3P5791YxPzCWeF6WgbVSiTxvgzmO8kjvA0fEjSppuAPJS3yOyEzMvEPdFIGVPHRVVZ_1vA0mYzU3jjy9WsALn1kFlt3fttgvY_B53PCfVBiR6nan06qymKQX', 'width': 2560}]","28200 CA-189 c100, Lake Arrowhead",23/07/2022,0.0,0,0,0
34,ChIJ-dJ90_-p3IAR6geCteFsMfo,"{'location': {'lat': 34.0379665, 'lng': -117.1738158}, 'viewport': {'northeast': {'lat': 34.03944182989272, 'lng': -117.1722587701073}, 'southwest': {'lat': 34.03674217010728, 'lng': -117.1749584298927}}}",Kimberly Crest House & Gardens,"[{'height': 1932, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102394660742582106752"">Lior Molcho</a>'], 'photo_reference': 'AeJbb3fvI9B5L4B6H_qqWDCu85RFxwfN9M_Rpji-MZuzMCrQaobCmk508QgT4JTorTT7GJr4YdDhikRbuhdyyoUwqA8p1Atn8s38wzioLtDUaDTuI_5eAXau5nI7zjtXgX3hW4a8eQnx1ILo1328180V1cQXG2_fnk6CdzphDNot7VWffNeS', 'width': 2576}]","1325 Prospect Dr, Redlands",23/07/2022,0.0,0,0,0
35,ChIJXTCFzDGoxIARAsafF-lPFqg,"{'location': {'lat': 34.2577491, 'lng': -117.1599191}, 'viewport': {'northeast': {'lat': 34.25924077989271, 'lng': -117.1585362201073}, 'southwest': {'lat': 34.25654112010727, 'lng': -117.1612358798927}}}",Wildhaven,"[{'height': 1980, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104653687755539486810"">Neal Prakash</a>'], 'photo_reference': 'AeJbb3eBBxYDe2N0oyEQE5EIPwhddBzfBtoX8uVR-KBOlGLp7JzCJBmcoVHHvr63J2bqcvifjQ3h-dq0LvePDTZXHt2RDefzpeu8WGYAaufUQA7A16CsMK_JJACnQRAVosDX_DdstLz2vc7ivD5l6EbVw0-2WAKn3wc64OCsTDlczQO4WFuq', 'width': 3520}]","29453 Pineridge Dr, Cedar Glen",23/07/2022,0.0,0,0,0
36,ChIJNY7W3Hev3IAR7O2H0vBo204,"{'location': {'lat': 33.9544632, 'lng': -117.3208925}, 'viewport': {'northeast': {'lat': 33.95581302989272, 'lng': -117.3195074201073}, 'southwest': {'lat': 33.95311337010727, 'lng': -117.3222070798927}}}",Sycamore Canyon Wilderness Park,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113005466236085143897"">Merari Rodriguez</a>'], 'photo_reference': 'AeJbb3fRVooex3LcaiMU0GX7dR8Mi0rb12f1mZLo-45w-352FiikgjmCoRdfJPnxJiay-2u2D7z6EBeUyBKE97UWkWT5LuU4rx0Z0_zxdcueAbfx8qTCsCX9Y-vkpCYqDOkzpiycQ0izYXW8a5cwUYnQEbLwNUKdCiJ5fWz8T7vE6bqdu-zr', 'width': 4032}]","400 Central Ave, Riverside",23/07/2022,0.0,0,0,0
37,ChIJG_zP_O-x3IARdlVa_3uVUk4,"{'location': {'lat': 33.9830416, 'lng': -117.3734795}, 'viewport': {'northeast': {'lat': 33.98440017989272, 'lng': -117.3722829201073}, 'southwest': {'lat': 33.98170052010728, 'lng': -117.3749825798927}}}",Mission Inn Museum,"[{'height': 2592, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113067840664441573801"">Joel Dayrit</a>'], 'photo_reference': 'AeJbb3fXJ-hlZzmAMPsF9SABM2zWrxFg9HHhF4JT6OEFRqFV0NO_9ZM-VUbH798WF4GdA4nMcWeduCOg5pedz8t0dAUUXbnoXZXtFiGrTlob4u0GkXujvXWB9IADsIDivQBY-e7inDvPpsLDPoqvQAhwbo-tkQlDbfY6G6ZWWpMM0Hzq6jcR', 'width': 4608}]","3696 Main St, Riverside",23/07/2022,0.0,0,0,0
38,ChIJVQZ2FIKz3IARfWoo-OvFUqQ,"{'location': {'lat': 34.0155552, 'lng': -117.4501328}, 'viewport': {'northeast': {'lat': 34.01687537989272, 'lng': -117.4489406201073}, 'southwest': {'lat': 34.01417572010728, 'lng': -117.4516402798927}}}",Jurupa Mountains Discovery Center,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100130412011147054072"">Angelina Rios</a>'], 'photo_reference': 'AeJbb3eDsrMvmBCPOPqo46-FnM0b6856ML3guUHgmdSQ8ipsxiN8_373rcwTzP1G9_efhFOuIUanRXs91dcvhPOvem506sGeXu34b93Rb8-jHVGlnphWy_YmOeltTggA5tY0WK6WWrq0VSg7ba303JIGc9JGQ90EV41Y-i0jnrj0BRXU3QQK', 'width': 4160}]","7621 Granite Hill Dr, Riverside",23/07/2022,0.0,0,0,0
39,ChIJy7AV-Spbw4ARNxPClyciBww,"{'location': {'lat': 34.2857189, 'lng': -117.3525307}, 'viewport': {'northeast': {'lat': 34.28864164999999, 'lng': -117.35141225}, 'southwest': {'lat': 34.28474465000001, 'lng': -117.35588605}}}",Silverwood Lake State Recreation Area,"[{'height': 632, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101271589174172499419"">Alex Carrillo</a>'], 'photo_reference': 'AeJbb3cQRBOZ1s2WFx7M9sxmRJxYdoGJAL1prJ3y9Ao9q3nY8P2R4z5QWw6H7ilDdMYsp5o-dnMOLr5abpoPWKd-jJsyjCj2RgB-5OYxVVCkhqPfcXN01xWTDFXMKLUTCrFPFL-mC7e4sp2msZ77a-BQCoGBre_PugxCUXuo_vkf1Rjm9-vd', 'width': 1125}]","14651 Cedar Cir, Hesperia",23/07/2022,0.0,0,0,0
40,ChIJmTI4w9ipxIARYcO8ZU3jN7M,"{'location': {'lat': 34.2328287, 'lng': -117.1696567}, 'viewport': {'northeast': {'lat': 34.23429972989272, 'lng': -117.1685170701073}, 'southwest': {'lat': 34.23160007010728, 'lng': -117.1712167298927}}}",SkyPark at Santa's Village,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110275484321256599376"">A Google User</a>'], 'photo_reference': 'AeJbb3fkwAbf2PrbkV_3v_UuxviJmN7cPygOuu7Ps3bTsAydZ7EoVz42N4TRqVIvWcsfd-JAp282Hl6NJUmoKqjjYrdVDZE32mSidRXwMJ1c-Nn24c1ACIrnKxkbHpZb_b1bjxqvXl8R78ukVVevY-I6TKSrfsb4MM86y6OyzL46wZfqAA1H', 'width': 4032}]","28950 CA-18, Skyforest",23/07/2022,0.0,0,0,0
41,ChIJO6_RXMOpxIARM4-cBYkJffg,"{'location': {'lat': 34.233999, 'lng': -117.160518}, 'viewport': {'northeast': {'lat': 34.23517867989273, 'lng': -117.1591325701073}, 'southwest': {'lat': 34.23247902010728, 'lng': -117.1618322298927}}}",Heaps Peak Arboretum Day Use Area,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102853199350723120355"">A Google User</a>'], 'photo_reference': 'AeJbb3cyFUhX2eoGG4O79UKpANg1XKDqOf0LIkKnpjvPfMRo1U5bE8fIw_yTa0OerjHyQyhhjKAM_xMpuQ82tyME-yd0pPF6tyft7Ll9TRB1RPXl49TMWkRsU11XpagvTCTGBIJOMF6SgjqEqd5rEQCDUtiNWNQvaU5oNulh6Re24X1PB_wp', 'width': 3024}]","29358 Rim of the World Hwy #18, Skyforest",23/07/2022,0.0,0,0,0
42,ChIJyU-a-EW33IARHAJW7773h6Q,"{'location': {'lat': 33.9022229, 'lng': -117.4683019}, 'viewport': {'northeast': {'lat': 33.90330977989272, 'lng': -117.4668141201073}, 'southwest': {'lat': 33.90061012010728, 'lng': -117.4695137798928}}}",Castle Park,"[{'height': 5312, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100455039394007355121"">Fabian Salazar</a>'], 'photo_reference': 'AeJbb3dfvk-Zupktl7LGuZbKzfaRSoZG322ocvz3I80d68AlCd1YacNiQvJiEu5rnpqfPv5ao5v2yJG7QQhJoAT5THFlkQ8gXWPLf_UxI3Jm5jVK_99Jnn3_Em8055s35ZksN1wJWd-CnrHWWPhU_RM7RfRUkayo9Ss81miHm4uQZ6KSpfk', 'width': 2988}]","3500 Polk St, Riverside",23/07/2022,0.0,0,0,0
43,ChIJrxKUKlmsxIAReeBNNyRjVHM,"{'location': {'lat': 34.1959105, 'lng': -117.049581}, 'viewport': {'northeast': {'lat': 34.19713467989271, 'lng': -117.0480551701073}, 'southwest': {'lat': 34.19443502010727, 'lng': -117.0507548298927}}}",Keller Peak Fire Lookout,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103527811517788627575"">A Google User</a>'], 'photo_reference': 'AeJbb3d1LNKvPwLoXUqeXXu4E5tNh9lbB4dqglWbXGOwKUkaePpQTN1LVui_6Qc406mrDgM8sLkpb37b7BhPMTl3V6UTn-fuTbbUhbAcwNRKd7ETA3h2-AykRHD1w_guajMbp6DabYbPS3Cuqc7sxUm3Cni2dQ9a5KedNnucAu7Y6rhMZihv', 'width': 4032}]","Keller Peak Rd, Big Bear",23/07/2022,0.0,0,0,0
44,ChIJQ1LblKZUw4ARQKuat2wIGfo,"{'location': {'lat': 34.1160571, 'lng': -117.2645919}, 'viewport': {'northeast': {'lat': 34.11726867989273, 'lng': -117.2632430701073}, 'southwest': {'lat': 34.11456902010728, 'lng': -117.2659427298928}}}",San Bernardino RV Park,"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113495112666556743586"">San Bernardino R V Park</a>'], 'photo_reference': 'AeJbb3d-OqOE9ewOtfZ9zfaYAbZkc45qAc2UGnoH2Qcl2t74QAB8LyuE72SHQ87uvzbPWa_edrT6CnQcXVAp_VMW6b5vfBHFVZ6wrZF0y6g72aJIqRh30CQ_uEmlTm2H-fQ7WLMpc4BK_uR1-PFmP6x8lZn3QpsgN1xHgxQ5fw2CNU6-gqu8', 'width': 2048}]","1080 9th St, San Bernardino",23/07/2022,0.0,0,0,0
45,ChIJs2GW6Iis3IARKMQZM6Y_y-A,"{'location': {'lat': 34.0597222, 'lng': -117.2813889}, 'viewport': {'northeast': {'lat': 34.06126182989271, 'lng': -117.2800904201073}, 'southwest': {'lat': 34.05856217010727, 'lng': -117.2827900798927}}}",SB Raceway,"[{'height': 635, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104256415581461948930"">A Google User</a>'], 'photo_reference': 'AeJbb3dPVA5DbfOhkjoGFRmE-BzQGc4lK-EpNLmOcvrY-6k5x27vmCaP7h1879gqMkrE95dt5mylH3Sb63JeTyOWopsuZ1e6NGokiFrIAHdtgdGoATappaH7W8CbilfnYPYBCr0LAqVSSqCjUnoftZCva959TCLdd2m38MOS3-qmL2gi9_qv', 'width': 635}]","217 E Club Center Dr, San Bernardino",23/07/2022,0.0,0,0,0
46,ChIJ9Rm97x6y3IAR08Idqfgxu44,"{'location': {'lat': 33.9950623, 'lng': -117.381194}, 'viewport': {'northeast': {'lat': 34.00091889999999, 'lng': -117.36679655}, 'southwest': {'lat': 33.99311010000002, 'lng': -117.38637795}}}",Fairmount Park,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117517511773860275405"">John Wiss</a>'], 'photo_reference': 'AeJbb3eHBzqJ_qLbMMTHDetHBV9GPz8CL8qarh9awAVz_jUXP-LMsxgbSLLTGEj9FXfWXbep2Dr-BMJYGWrNSCslyb4QcvJQh860DLFqw17BhxYMMxGwbw6jANqpxuTeM-nvTp2WeC-NJ-s2eaZCe_xndZmGFW4cxRtHltinrFFYFDerhG8R', 'width': 4608}]","2601 Fairmount Blvd, Riverside",23/07/2022,0.0,0,0,0
47,ChIJ0T9GkD9Tw4AROGjgGafQP3E,"{'location': {'lat': 34.113659, 'lng': -117.2922335}, 'viewport': {'northeast': {'lat': 34.11506282989272, 'lng': -117.2907352201073}, 'southwest': {'lat': 34.11236317010727, 'lng': -117.2934348798927}}}",San Bernardino Historical and Pioneer Society,"[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100305549308453085733"">Brett Weber</a>'], 'photo_reference': 'AeJbb3f8P9vUlfZthxpL2JIl4RRViDoVcO61aTuEWmF1iFU0XVey3-H3sb4nBTnGDpx-sU8K3Yr-wtkG2IQwMz9IQK_IpX07ikOWRC3isWu7H63uUcQi99P3lxwS8Xb0Bx4bi5UKJxNs9U4W_GulcyFhAtx5cMnAsckBDsGOP-C1qpAOFmGA', 'width': 5312}]","796 N D St, San Bernardino",23/07/2022,0.0,0,0,0
48,ChIJL1ETg-JWw4ARFTAgvvIPhqo,"{'location': {'lat': 34.2320974, 'lng': -117.2346505}, 'viewport': {'northeast': {'lat': 34.23346942989271, 'lng': -117.2332819201073}, 'southwest': {'lat': 34.23076977010727, 'lng': -117.2359815798928}}}",Strawberry Peak Fire Lookout,"[{'height': 1600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104031118955447394609"">Steve Lloyd</a>'], 'photo_reference': 'AeJbb3cGKXgh3OALaTO6dn0vAQ4KZdObxpbaKzTwDULSoEYdkdsUPLvUH95FHxYBK6-0lQzXELaDji6OVEOwCbRdPQjuD8RsfBYUttmbJIPLDbqILQUUywWp403x0eJ_0Kz7od1JKdZx3uQwosA_CR7UtEYPuYewIeEUn59yvqXVRxDronyg', 'width': 2560}]","Strawberry Lookout Rd, Twin Peaks",23/07/2022,0.0,0,0,0
49,ChIJrxm2_zeyxIARQwe934_YHHE,"{'location': {'lat': 34.238477, 'lng': -116.949468}, 'viewport': {'northeast': {'lat': 34.23974027989272, 'lng': -116.9481046201073}, 'southwest': {'lat': 34.23704062010728, 'lng': -116.9508042798927}}}",Boulder Bay Park,"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115022005681168519260"">Drew Buzz</a>'], 'photo_reference': 'AeJbb3e8u24cnh9LFMqPLsKPnKKgQFCf4GdOWJL-MovYez7BfJEhcZKcWxi5DWe01sg2o0AQ1yQjX4wNudP_LNGsDlMA2q13McmXJOTnUzmwfoZugm3spZHiCPO6E5Fh317crDKKKT7Z1tOJHUSTrLfFqbueIrJfrLCRFPRf6nuzTEFPcrX2', 'width': 2048}]","39080 Big Bear Blvd, Big Bear Lake",23/07/2022,0.0,0,0,0
50,ChIJc5hxpzlTw4ARLNoC8DUEH_g,"{'location': {'lat': 34.1073, 'lng': -117.29496}, 'viewport': {'northeast': {'lat': 34.10845027989273, 'lng': -117.2931613}, 'southwest': {'lat': 34.10575062010729, 'lng': -117.2974741000001}}}",Regal San Bernardino,"[{'height': 2992, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109539912233285056640"">Kenneth Zuniga</a>'], 'photo_reference': 'AeJbb3fK3jYSQK68DAatmN9YAxFjjyNWXZbHmFO5AKDFLxPuINk_8YGxGYDk7HKO3zBml-6ok4I0aIBUVFvAgj9tUKUPU2Dwu4LDYFP_ih8UNRKT_tXAyLGDR2V1GGD9hDIs4kuLdkn3kjnVYSZwvRkuNPfZRgwkw3NGpKgnKR7KW8FXl6Hn', 'width': 4000}]","450 N E St, San Bernardino",23/07/2022,0.0,0,0,0
51,ChIJ17gxRLVTw4ARrLpsa96l274,"{'location': {'lat': 34.14967439999999, 'lng': -117.3137457}, 'viewport': {'northeast': {'lat': 34.157086, 'lng': -117.305847}, 'southwest': {'lat': 34.1443641, 'lng': -117.3218231}}}",Blair Park,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104752943155836610867"">Josh Barrera</a>'], 'photo_reference': 'AeJbb3dgLQ_bBBcAFgGCDESz0lmsdlBhBaE9OZyL68bHP0JMA7_JOce-1p34lKLf3FBkNMZnVrnowDS2bt0bGf9NloVOoEZCCadv2BsKZNWup_CV43Kjz1M8efnVlLslul4JU-ZiC-D8sdET0ifqN5ZTEncOd13FPkCv5wxv-Sx8Jbn8ZiAA', 'width': 4160}]",San Bernardino,23/07/2022,,0,0,0
52,ChIJHxuMAttT24AR8ydNtkZNoBI,"{'location': {'lat': 34.0793012, 'lng': -117.0472115}, 'viewport': {'northeast': {'lat': 34.08060952989273, 'lng': -117.0458324701073}, 'southwest': {'lat': 34.07790987010728, 'lng': -117.0485321298927}}}",San Gorgonio Wilderness Association,"[{'height': 2184, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107217067505454839614"">Mariah N</a>'], 'photo_reference': 'AeJbb3dW5UAMjv37l532nH2k95r0GrYF3Tu61RFeedluUXLcdQEOA2ehjFbryI2TL022KbH4-usAj5MgqbzmENyTiXSMnoJX_8SvsBYqwePF36itlNDiUDLLFug9KnEotTZrM9z8p1ie6iy-uuQY1btIm5QqFDVidBicrGkHQQdsshkU3vNl', 'width': 4608}]","34701 Mill Creek Rd, Mentone",23/07/2022,0.0,0,0,0
53,ChIJf8e_22ZN24ARLTd0HsDcNoI,"{'location': {'lat': 34.1461063, 'lng': -116.9783493}, 'viewport': {'northeast': {'lat': 34.14744937989273, 'lng': -116.9770405701073}, 'southwest': {'lat': 34.14474972010728, 'lng': -116.9797402298927}}}",San Bernardino Peak Trail 1W07,"[{'height': 500, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100851086462120376430"">A Google User</a>'], 'photo_reference': 'AeJbb3fpmb1Nnoy0cWhJ61vaiqBGwY2tlx7ZNKMcriwaiKccMKlLPR5UJJksvNQiscNO0_8V0X8PfMOhfmjexMTvV_KJwg5zqZxFESAyvloWHQWf-M4B18ZtQY-aiVyXtObjUMsZBLan1QNIkDDU8y4Qzp_qAccPrcQrAXPEfiXEPn9EGYgd', 'width': 888}]","San Bernardino Peak Divide Trail, Angelus Oaks",23/07/2022,0.0,0,0,0
54,ChIJ33bcMAFXw4ARN0HxIam0hSw,"{'location': {'lat': 34.2241266, 'lng': -117.2393526}, 'viewport': {'northeast': {'lat': 34.22556092989272, 'lng': -117.2380462201073}, 'southwest': {'lat': 34.22286127010728, 'lng': -117.2407458798927}}}",Red Rock Scenic Overlook,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113786446133908305946"">A Google User</a>'], 'photo_reference': 'AeJbb3f7f7A1PGxCltL8GhdRShkNpUALtAtYJ9PqQLFESVny8rBb1yvqMO7xB3pz6ZEB2qCoa3rvTK9wrh73uc5g1sTkv58363AstsZGIMka6TmQO2o-lnuopKaeZfGj9Wu-SPRVSKZSyMJbTiy7YokF8u_s6k3B2UkewXQ2m_Hz3ZwzcehG', 'width': 4032}]","033603104, Rimforest",23/07/2022,0.0,0,0,0
55,ChIJOUrbvrxUw4ARKQSCsL___Fs,"{'location': {'lat': 34.1208174, 'lng': -117.2547072}, 'viewport': {'northeast': {'lat': 34.12211707989272, 'lng': -117.2533684701072}, 'southwest': {'lat': 34.11941742010728, 'lng': -117.2560681298927}}}",Calvary Chapel San Bernardino,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111351167416107098737"">A Google User</a>'], 'photo_reference': 'AeJbb3eyVptNx8bO03jO2uHt4LbcQt5Pkh3B08gc9UVOGAaBQ-AiTBMi2MrWwS76VvELj--A37TEDtUIC3XeoCoMadfcn9FjXwFWJqNt7zA7JuMMUThnbTuP4AfEXSvEYzLmVYlKkUecN6z86nQK5FE2uCwuAWTi-UWOcUl8E0rVjh2cBmKT', 'width': 1920}]","1499 E Baseline St, San Bernardino",23/07/2022,0.0,0,0,0
56,ChIJtbhz1z-yxIARuxVSy1NEY3Q,"{'location': {'lat': 34.2366284, 'lng': -116.9617634}, 'viewport': {'northeast': {'lat': 34.23801082989272, 'lng': -116.9604427701073}, 'southwest': {'lat': 34.23531117010727, 'lng': -116.9631424298927}}}",Castle Rock Trail 1W03,"[{'height': 6936, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114751365557185993856"">A Google User</a>'], 'photo_reference': 'AeJbb3cHMYbFJmN-fsD088k8uPyclD-LteUw5q5_P976WjZ-QqjV5X2k2qeafyNJm-unJ_3Kj7PLlH3RRTv8kOfo9WsjPloGKlcaboXxbuH6Z6gQbj8OWom3t9NvR3wg-BOhcqmpf_qgaBffNjy3XEU93dyVdGWrpIx1e3bZmLNDm6PD9JKc', 'width': 9248}]","Big Bear Blvd, Big Bear Lake",23/07/2022,0.0,0,0,0
57,ChIJ18hFFptRw4ARInn08NJCwfo,"{'location': {'lat': 34.1813584, 'lng': -117.3231875}, 'viewport': {'northeast': {'lat': 34.1907239, 'lng': -117.30574675}, 'southwest': {'lat': 34.1747739, 'lng': -117.33917375}}}","California State University, San Bernardino","[{'height': 3464, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104161011119105399607"">togadia darshan</a>'], 'photo_reference': 'AeJbb3etyKt9VYkVU9xDKEiLh2JqXd2UehXBSFpTa9t61N3CGncISk1kJfAvA-VjaL60uZO7ZFQLk7cBJnpjFQERyGWyPeNGaKsLpQktT_GVKFqQGLHj4bRcz75F_0XDKh_iBz-HOqwL7BqrFG1xhgd13jFNczkyUhtpeOBWKRr36gDBh_0O', 'width': 4618}]","5500 University Pkwy, San Bernardino",23/07/2022,0.0,0,0,0
58,ChIJabI8wmRRw4ARsPMaFU6MGTA,"{'location': {'lat': 34.2281365, 'lng': -117.2902382}, 'viewport': {'northeast': {'lat': 34.22947622989273, 'lng': -117.2888958701073}, 'southwest': {'lat': 34.22677657010728, 'lng': -117.2915955298928}}}",Crestline Bridge,"[{'height': 1960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112606692635453112082"">Denise Guerrero</a>'], 'photo_reference': 'AeJbb3e1U5KtkC05sgwu_tK1EVVUPXhwamHbwJwkkH_RpS-mevFBE7_X8e_r_m6uqY47LsNB4v-ub4iF-ZlO3cfpLFK0zzVgcxtQv9qvkMJI1rySj5TSyGIyJUe5M7htbehXJA9Mz-onbZQWgP16oH4Hax-WKhvLvp8l4H0Vt0DGJu-lUCuJ', 'width': 4032}]","23470, 23460 Rim of the World Hwy, San Bernardino",23/07/2022,0.0,0,0,0
59,ChIJoUnu90-sxIARu9d2JQtPBjE,"{'location': {'lat': 34.2063819, 'lng': -117.0440416}, 'viewport': {'northeast': {'lat': 34.20770657989272, 'lng': -117.0426688201073}, 'southwest': {'lat': 34.20500692010728, 'lng': -117.0453684798928}}}",Keller Peak Yellow Post Sites,"[{'height': 1152, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107281725419052704297"">Mark English</a>'], 'photo_reference': 'AeJbb3dLpieEAfZgr-Ei0mB15IpVtI440kjqIvFJAOZSlcfxWiPvQE0nglAjOMXU_6nXuxAepbpejzEgxDjEnEf0JfakkD8uGpHwJwhed8VsgYyBXsEz2zrSkpovjwLZZNbRWvzkVava1gexXCDZaYYPYdev7elxhL-wDhTJU6vbfxBTMap9', 'width': 2048}]","20557 Keller Peak Rd, Big Bear",23/07/2022,0.0,0,0,0
0,ChIJF2TcgS5TkIARfYXfqx0u_MY,"{'location': {'lat': 37.6386536, 'lng': -121.0003126}, 'viewport': {'northeast': {'lat': 37.64001292989272, 'lng': -120.9989735201073}, 'southwest': {'lat': 37.63731327010728, 'lng': -121.0016731798927}}}",Modesto Arch,"[{'height': 2038, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108741328953346594372"">Dale Lyons</a>'], 'photo_reference': 'AeJbb3exJGP3HTCqYFIbMdZGb-B3zSP7TLUSq4sXrzski9Ub8j--nb_jK92hU2-w6Tqi-ru_QuQuobGF49AB_kP0tAQ7QYjMMB-MKpeZdGrGSalekNMlQs8ELJafivTcvxxTMdAhNfxjXWDUzOCi2ilhVLFKB1wvELKTvw7MHdUv3jQVS1oT', 'width': 4032}]","875-857 I St, Modesto",23/07/2022,0.0,0,0,0
1,ChIJI_cESvNTkIAR0Rj-rJZ2zYc,"{'location': {'lat': 37.6424027, 'lng': -120.9949982}, 'viewport': {'northeast': {'lat': 37.64379367989272, 'lng': -120.9937038201073}, 'southwest': {'lat': 37.64109402010727, 'lng': -120.9964034798927}}}",McHenry Museum,"[{'height': 878, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105486300913362505811"">Rachel Su</a>'], 'photo_reference': 'AeJbb3dI0bjF7oHY8c2wWrXmYoCUq_Sk_N_pEnXd6UiB7T_W22Csf714K7rUkZYPPPEeuvXeqtDpjzpJ1x-FF6CpZDuqT8IQcJXczLTRICNOcNG0styu9mT4mHxNoxceQbnuVzvxgoIFjGXFqvZv3LEyEAS4yhPa9J5i1SzLjaRFFx7RnGwS', 'width': 1170}]","1402 I St, Modesto",23/07/2022,0.0,0,0,0
